root_id,type,family,subsystem,category,side
720575940620471893,T4b,T4 Neuron,Motion,intrinsic,left
720575940620472304,LC12,LC,,boundary,left
720575940620472340,Y12,Y Neuron,Motion,intrinsic,left
720575940620473070,Tm25,Transmedullary,Object,intrinsic,left
720575940620473072,LC12,LC,,boundary,left
720575940620473185,Tm1,Transmedullary,OFF,intrinsic,right
720575940620473620,Tm1,Transmedullary,OFF,intrinsic,left
720575940620473876,Mi4,Medulla Intrinsic,Color,intrinsic,right
720575940620473921,Tm1,Transmedullary,OFF,intrinsic,right
720575940620474059,TmY5a,Transmedullary Y,Object,intrinsic,right
720575940620474673,L2,Lamina Monopolar,OFF,intrinsic,right
720575940620474704,Sm21,Serpentine Medulla,Color,intrinsic,left
720575940620474759,T3,T3 Neuron,Object,intrinsic,left
720575940620474789,Tm5b,Transmedullary,Color,intrinsic,left
720575940620474817,T5b,T5 Neuron,Motion,intrinsic,right
720575940620474965,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940620475015,T5d,T5 Neuron,Motion,intrinsic,left
720575940620475156,Tm4,Transmedullary,OFF,intrinsic,left
720575940620475339,LC27,LC,,boundary,right
720575940620475412,Tm3,Transmedullary,ON,intrinsic,left
720575940620475817,L4,Lamina Monopolar,OFF,intrinsic,left
720575940620475924,TmY5a,Transmedullary Y,Object,intrinsic,left
720575940620476073,Tm1,Transmedullary,OFF,intrinsic,left
720575940620476240,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940620476436,T4c,T4 Neuron,Motion,intrinsic,right
720575940620476496,MTe03,MT,,boundary,right
720575940620476692,TmY5a,Transmedullary Y,Object,intrinsic,left
720575940620476837,Tm2,Transmedullary,OFF,intrinsic,left
720575940620477008,T3,T3 Neuron,Object,intrinsic,left
720575940620477093,Tm5e,Transmedullary,Color,intrinsic,left
720575940620477099,T5a,T5 Neuron,Motion,intrinsic,left
720575940620477376,Tm1,Transmedullary,OFF,intrinsic,right
720575940620478373,Tm5f,Transmedullary,Color,intrinsic,left
720575940620478629,Tm3,Transmedullary,ON,intrinsic,right
720575940620478800,Dm20,Distal Medulla,Luminance,intrinsic,right
720575940620478959,T4b,T4 Neuron,Motion,intrinsic,left
720575940620478996,Mi10,Medulla Intrinsic,Color,intrinsic,left
720575940620479038,T4a,T4 Neuron,Motion,intrinsic,right
720575940620479366,Tm9,Transmedullary,Motion,intrinsic,left
720575940620479568,Li02,Lobula Intrinsic,Color,intrinsic,left
720575940620479579,Tm21,Transmedullary,Object,intrinsic,left
720575940620480134,T4d,T4 Neuron,Motion,intrinsic,right
720575940620480182,LC17,LC,,boundary,left
720575940620480421,Y4,Y Neuron,Object,intrinsic,right
720575940620480561,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940620481189,Tm1,Transmedullary,OFF,intrinsic,left
720575940620481483,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940620481585,L4,Lamina Monopolar,OFF,intrinsic,left
720575940620482157,Tm5d,Transmedullary,Color,intrinsic,right
720575940620482213,TmY11,Transmedullary Y,Color,intrinsic,left
720575940620482395,Tm5a,Transmedullary,Color,intrinsic,right
720575940620482753,C3,Centrifugal,ON,intrinsic,right
720575940620482836,T2a,T2 Neuron,Object,intrinsic,left
720575940620483288,T3,T3 Neuron,Object,intrinsic,left
720575940620483633,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940620484461,Li10,Lobula Intrinsic,Color,intrinsic,right
720575940620484913,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940620485029,Mi9,Medulla Intrinsic,Luminance,intrinsic,left
720575940620485057,T2,T2 Neuron,Object,intrinsic,left
720575940620485205,Sm01,Serpentine Medulla,Color,intrinsic,left
720575940620485568,Tm34,Transmedullary,Color,intrinsic,left
720575940620486209,TmY15,Transmedullary Y,Object,intrinsic,right
720575940620486336,T5a,T5 Neuron,Motion,intrinsic,left
720575940620486566,T2,T2 Neuron,Object,intrinsic,left
720575940620486848,T5b,T5 Neuron,Motion,intrinsic,left
720575940620487248,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940620487360,Tm9,Transmedullary,Motion,intrinsic,left
720575940620488384,Sm31,Serpentine Medulla,Color,intrinsic,right
720575940620488497,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940620489094,T5c,T5 Neuron,Motion,intrinsic,left
720575940620489972,T4d,T4 Neuron,Motion,intrinsic,left
720575940620490064,Tm16,Transmedullary,Color,intrinsic,left
720575940620490093,LC16,LC,,boundary,left
720575940620490111,Tm27,Transmedullary,Object,intrinsic,left
720575940620490177,LC14b,LC,,boundary,"left,right"
720575940620490375,Mi9,Medulla Intrinsic,Luminance,intrinsic,left
720575940620490405,Tm2,Transmedullary,OFF,intrinsic,left
720575940620490587,C3,Centrifugal,ON,intrinsic,right
720575940620490661,L2,Lamina Monopolar,OFF,intrinsic,right
720575940620490968,Dm4,Distal Medulla,Luminance,intrinsic,right
720575940620491629,Tm1,Transmedullary,OFF,intrinsic,left
720575940620491654,Tm3,Transmedullary,ON,intrinsic,left
720575940620491712,L2,Lamina Monopolar,OFF,intrinsic,right
720575940620491856,Dm3q,Distal Medulla,Form,intrinsic,left
720575940620492081,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940620492337,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940620492379,T2,T2 Neuron,Object,intrinsic,left
720575940620492404,Mi4,Medulla Intrinsic,Color,intrinsic,right
720575940620492679,T1,T1 Neuron,OFF,intrinsic,right
720575940620492880,L3,Lamina Monopolar,Luminance,intrinsic,right
720575940620493361,R8,Photo Receptors,Photoreceptors,intrinsic,left
720575940620494062,Tm5c,Transmedullary,Color,intrinsic,left
720575940620494100,Dm3q,Distal Medulla,Form,intrinsic,left
720575940620494262,MTe51,MT,,boundary,left
720575940620494318,T3,T3 Neuron,Object,intrinsic,left
720575940620494641,T5a,T5 Neuron,Motion,intrinsic,left
720575940620494795,LPC2,LPC,,boundary,right
720575940620495343,Tm21,Transmedullary,Object,intrinsic,right
720575940620495451,Tm9,Transmedullary,Motion,intrinsic,left
720575940620496064,Dm3p,Distal Medulla,Form,intrinsic,right
720575940620496237,Tm1,Transmedullary,OFF,intrinsic,left
720575940620496294,TmY31,Transmedullary Y,Color,intrinsic,left
720575940620496331,Tm20,Transmedullary,Color,intrinsic,right
720575940620496913,T4a,T4 Neuron,Motion,intrinsic,right
720575940620496976,Tm5c,Transmedullary,Color,intrinsic,left
720575940620497067,T5b,T5 Neuron,Motion,intrinsic,left
720575940620497172,Tm3,Transmedullary,ON,intrinsic,right
720575940620497261,Tm34,Transmedullary,Color,intrinsic,right
720575940620497279,T5c,T5 Neuron,Motion,intrinsic,left
720575940620498303,Dm8b,Distal Medulla,Color,intrinsic,left
720575940620498379,LLPC1,LLPC,,boundary,right
720575940620498853,LLPC2,LLPC,,boundary,left
720575940620498891,T1,T1 Neuron,OFF,intrinsic,left
720575940620499371,T4c,T4 Neuron,Motion,intrinsic,left
720575940620500273,C2,Centrifugal,ON,intrinsic,left
720575940620500801,Mi1,Medulla Intrinsic,ON,intrinsic,right
720575940620501213,Mi14,Medulla Intrinsic,Object,intrinsic,right
720575940620501780,Tm3,Transmedullary,ON,intrinsic,right
720575940620501809,R8,Photo Receptors,Photoreceptors,intrinsic,left
720575940620502337,Tm3,Transmedullary,ON,intrinsic,left
720575940620502804,L5,Lamina Monopolar,ON,intrinsic,left
720575940620503828,Tm5f,Transmedullary,Color,intrinsic,left
720575940620504229,Y11,Y Neuron,Motion,intrinsic,left
720575940620504534,LPC1,LPC,,boundary,right
720575940620505153,TmY10,Transmedullary Y,Color,intrinsic,left
720575940620505253,Tm27,Transmedullary,Object,intrinsic,left
720575940620505409,TmY31,Transmedullary Y,Color,intrinsic,left
720575940620505990,Dm2,Distal Medulla,Luminance,intrinsic,right
720575940620506704,Dm12,Distal Medulla,Luminance,intrinsic,right
720575940620506827,L5,Lamina Monopolar,ON,intrinsic,right
720575940620506862,T4c,T4 Neuron,Motion,intrinsic,right
720575940620506960,L5,Lamina Monopolar,ON,intrinsic,left
720575940620507119,TmY11,Transmedullary Y,Color,intrinsic,left
720575940620507557,T4b,T4 Neuron,Motion,intrinsic,left
720575940620507984,Dm12,Distal Medulla,Luminance,intrinsic,right
720575940620508075,C2,Centrifugal,ON,intrinsic,right
720575940620508245,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940620509233,Mi1,Medulla Intrinsic,ON,intrinsic,left
720575940620509605,L5,Lamina Monopolar,ON,intrinsic,left
720575940620509912,C3,Centrifugal,ON,intrinsic,left
720575940620510213,Dm3v,Distal Medulla,Form,intrinsic,left
720575940620510411,Y12,Y Neuron,Motion,intrinsic,left
720575940620510657,MeTu3b,MeTu,,boundary,right
720575940620510811,Mi15,Medulla Intrinsic,Luminance,intrinsic,right
720575940620511249,T4a,T4 Neuron,Motion,intrinsic,right
720575940620511448,C3,Centrifugal,ON,intrinsic,left
720575940620511493,Tm27,Transmedullary,Object,intrinsic,right
720575940620511537,MLt1,Medulla Lobula Tangential,Object,intrinsic,right
720575940620511573,Sm15,Serpentine Medulla,Color,intrinsic,left
720575940620511681,Tm27,Transmedullary,Object,intrinsic,right
720575940620511793,R7,Photo Receptors,Photoreceptors,intrinsic,left
720575940620512097,Y1,Y Neuron,Motion,intrinsic,left
720575940620512261,LC16,LC,,boundary,left
720575940620512390,T2,T2 Neuron,Object,intrinsic,left
720575940620512391,Tm5c,Transmedullary,Color,intrinsic,left
720575940620512603,Dm3v,Distal Medulla,Form,intrinsic,right
720575940620512756,Tm16,Transmedullary,Color,intrinsic,left
720575940620512950,LPLC1,LPLC,,boundary,right
720575940620513089,Y3,Y Neuron,Object,intrinsic,right
720575940620513158,L1,Lamina Monopolar,ON,intrinsic,right
720575940620513240,Pm01,Proximal Medulla,Object,intrinsic,left
720575940620513841,Y12,Y Neuron,Motion,intrinsic,left
720575940620514213,TmY10,Transmedullary Y,Color,intrinsic,right
720575940620514309,Tm1,Transmedullary,OFF,intrinsic,left
720575940620514384,LMa1,Lobula Medulla Amacrine,Object,intrinsic,left
720575940620514542,Tm27,Transmedullary,Object,intrinsic,right
720575940620514763,Li01,Lobula Intrinsic,Color,intrinsic,left
720575940620514896,Mi13,Medulla Intrinsic,OFF,intrinsic,left
720575940620515009,Tm21,Transmedullary,Object,intrinsic,right
720575940620515499,Tm3,Transmedullary,ON,intrinsic,left
720575940620515857,T4c,T4 Neuron,Motion,intrinsic,right
720575940620516033,Tm16,Transmedullary,Color,intrinsic,right
720575940620516288,Mi4,Medulla Intrinsic,Color,intrinsic,right
720575940620516299,Li05,Lobula Intrinsic,Color,intrinsic,left
720575940620516544,L5,Lamina Monopolar,ON,intrinsic,right
720575940620516555,cLP01,cLP,,boundary,right
720575940620517312,Tm9,Transmedullary,Motion,intrinsic,right
720575940620517492,LC21,LC,,boundary,right
720575940620517503,Tm5c,Transmedullary,Color,intrinsic,left
720575940620517511,Mi2,Medulla Intrinsic,Object,intrinsic,left
720575940620517592,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940620517803,L3,Lamina Monopolar,Luminance,intrinsic,right
720575940620518616,Mi15,Medulla Intrinsic,Luminance,intrinsic,left
720575940620518821,Tm4,Transmedullary,OFF,intrinsic,right
720575940620518917,T4d,T4 Neuron,Motion,intrinsic,right
720575940620519173,T4c,T4 Neuron,Motion,intrinsic,right
720575940620519333,Mi4,Medulla Intrinsic,Color,intrinsic,right
720575940620519616,C3,Centrifugal,ON,intrinsic,right
720575940620519685,C3,Centrifugal,ON,intrinsic,right
720575940620519941,Tm4,Transmedullary,OFF,intrinsic,left
720575940620520063,Dm2,Distal Medulla,Luminance,intrinsic,left
720575940620520241,C2,Centrifugal,ON,intrinsic,left
720575940620520557,Tm2,Transmedullary,OFF,intrinsic,right
720575940620520724,Tm1,Transmedullary,OFF,intrinsic,right
720575940620521455,Mi13,Medulla Intrinsic,OFF,intrinsic,left
720575940620521777,L2,Lamina Monopolar,OFF,intrinsic,right
720575940620522433,Mi10,Medulla Intrinsic,Color,intrinsic,left
720575940620522955,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940620522968,LPi10,Lobula Plate Intrinsic,Motion,intrinsic,right
720575940620523284,Tm5a,Transmedullary,Color,intrinsic,right
720575940620523540,Tm1,Transmedullary,OFF,intrinsic,right
720575940620523696,TmY4,Transmedullary Y,Form,intrinsic,right
720575940620523942,L4,Lamina Monopolar,OFF,intrinsic,right
720575940620524123,Tm20,Transmedullary,Color,intrinsic,left
720575940620524423,R8,Photo Receptors,Photoreceptors,intrinsic,left
720575940620524747,TmY9q__perp,Transmedullary Y,Form,intrinsic,right
720575940620524880,Dm3p,Distal Medulla,Form,intrinsic,right
720575940620525076,Mi1,Medulla Intrinsic,ON,intrinsic,right
720575940620525377,TmY9q__perp,Transmedullary Y,Form,intrinsic,right
720575940620525695,TmY5a,Transmedullary Y,Object,intrinsic,right
720575940620526040,Tm5e,Transmedullary,Color,intrinsic,left
720575940620526512,Tm16,Transmedullary,Color,intrinsic,right
720575940620526757,T5b,T5 Neuron,Motion,intrinsic,right
720575940620526897,Dm8a,Distal Medulla,Color,intrinsic,left
720575940620527440,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940620527487,T4a,T4 Neuron,Motion,intrinsic,left
720575940620527798,LPC1,LPC,,boundary,left
720575940620527819,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940620528038,T2a,T2 Neuron,Object,intrinsic,right
720575940620528461,TmY4,Transmedullary Y,Form,intrinsic,right
720575940620528736,T5b,T5 Neuron,Motion,intrinsic,right
720575940620529135,Sm03,Serpentine Medulla,Color,intrinsic,left
720575940620530091,T4a,T4 Neuron,Motion,intrinsic,right
720575940620530181,Tm27,Transmedullary,Object,intrinsic,right
720575940620530392,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940620530708,Tm4,Transmedullary,OFF,intrinsic,left
720575940620531403,Dm12,Distal Medulla,Luminance,intrinsic,left
720575940620531648,T2,T2 Neuron,Object,intrinsic,right
720575940620532171,Dm3p,Distal Medulla,Form,intrinsic,right
720575940620532206,C3,Centrifugal,ON,intrinsic,left
720575940620532400,LC10c,LC,,boundary,right
720575940620532529,Mi4,Medulla Intrinsic,Color,intrinsic,right
720575940620532589,T3,T3 Neuron,Object,intrinsic,right
720575940620533720,Tm2,Transmedullary,OFF,intrinsic,right
720575940620533809,LC10b,LC,,boundary,right
720575940620533825,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940620533887,Sm09,Serpentine Medulla,Color,intrinsic,right
720575940620533976,Tm27,Transmedullary,Object,intrinsic,left
720575940620534065,LMt3,Lobula Medulla Tangential,Object,intrinsic,left
720575940620534255,Tm4,Transmedullary,OFF,intrinsic,left
720575940620534399,T4c,T4 Neuron,Motion,intrinsic,left
720575940620534624,T5b,T5 Neuron,Motion,intrinsic,right
720575940620534710,MeTu4c,MeTu,,boundary,right
720575940620535089,Tm8b,Transmedullary,Color,intrinsic,right
720575940620535232,T3,T3 Neuron,Object,intrinsic,left
720575940620536047,T2,T2 Neuron,Object,intrinsic,right
720575940620536149,Tm21,Transmedullary,Object,intrinsic,left
720575940620536536,Dm8a,Distal Medulla,Color,intrinsic,right
720575940620536589,Tm16,Transmedullary,Color,intrinsic,right
720575940620537025,Sm01,Serpentine Medulla,Color,intrinsic,right
720575940620537048,Dm12,Distal Medulla,Luminance,intrinsic,left
720575940620537370,LC17,LC,,boundary,left
720575940620537479,Mi2,Medulla Intrinsic,Object,intrinsic,left
720575940620537861,L4,Lamina Monopolar,OFF,intrinsic,left
720575940620538448,Sm09,Serpentine Medulla,Color,intrinsic,right
720575940620538965,Tm36,Transmedullary,Color,intrinsic,left
720575940620539271,Tm5c,Transmedullary,Color,intrinsic,right
720575940620540619,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940620540977,Mi1,Medulla Intrinsic,ON,intrinsic,left
720575940620541776,LPi07,Lobula Plate Intrinsic,Motion,intrinsic,left
720575940620541781,Sm07,Serpentine Medulla,Color,intrinsic,right
720575940620542037,L4,Lamina Monopolar,OFF,intrinsic,left
720575940620542068,Tlp14,Translobula Plate,Motion,intrinsic,right
720575940620542746,LC9,LC,,boundary,left
720575940620543141,Tm21,Transmedullary,Object,intrinsic,left
720575940620543297,Mi1,Medulla Intrinsic,ON,intrinsic,left
720575940620543323,C3,Centrifugal,ON,intrinsic,right
720575940620543728,LC10c,LC,,boundary,left
720575940620544096,T5a,T5 Neuron,Motion,intrinsic,right
720575940620544239,LC14a1,LC,,boundary,"left,right"
720575940620544597,L5,Lamina Monopolar,ON,intrinsic,left
720575940620544750,Sm30,Serpentine Medulla,Luminance,intrinsic,right
720575940620544773,Li05,Lobula Intrinsic,Color,intrinsic,left
720575940620544895,T4c,T4 Neuron,Motion,intrinsic,left
720575940620545217,T3,T3 Neuron,Object,intrinsic,left
720575940620545958,Dm2,Distal Medulla,Luminance,intrinsic,right
720575940620545985,Tm31,Transmedullary,Color,intrinsic,right
720575940620546053,Tlp1,Translobula Plate,Motion,intrinsic,left
720575940620546097,Tm7,Transmedullary,Color,intrinsic,right
720575940620546497,T2,T2 Neuron,Object,intrinsic,right
720575940620546940,Li15,Lobula Intrinsic,Object,intrinsic,right
720575940620547019,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940620547419,Tm1,Transmedullary,OFF,intrinsic,left
720575940620548056,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940620548289,L1,Lamina Monopolar,ON,intrinsic,right
720575940620548299,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940620548443,T4a,T4 Neuron,Motion,intrinsic,left
720575940620548555,Tm27,Transmedullary,Object,intrinsic,left
720575940620548847,Tm20,Transmedullary,Color,intrinsic,left
720575940620548999,Mi13,Medulla Intrinsic,OFF,intrinsic,left
720575940620549681,L5,Lamina Monopolar,ON,intrinsic,left
720575940620549835,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940620549848,R8,Photo Receptors,Photoreceptors,intrinsic,left
720575940620550004,T5a,T5 Neuron,Motion,intrinsic,right
720575940620550240,T5c,T5 Neuron,Motion,intrinsic,right
720575940620550491,Tm9,Transmedullary,Motion,intrinsic,right
720575940620551361,T3,T3 Neuron,Object,intrinsic,left
720575940620551662,Tm4,Transmedullary,OFF,intrinsic,right
720575940620551776,T5d,T5 Neuron,Motion,intrinsic,right
720575940620551777,T2a,T2 Neuron,Object,intrinsic,right
720575940620552319,T5b,T5 Neuron,Motion,intrinsic,left
720575940620552533,LC20b,LC,,boundary,right
720575940620552973,Mi1,Medulla Intrinsic,ON,intrinsic,right
720575940620553069,T4d,T4 Neuron,Motion,intrinsic,right
720575940620553125,T5d,T5 Neuron,Motion,intrinsic,right
720575940620553204,Tm8a,Transmedullary,Color,intrinsic,right
720575940620553229,MeTu1,MeTu,,boundary,right
720575940620553599,Tm27,Transmedullary,Object,intrinsic,left
720575940620553921,T4b,T4 Neuron,Motion,intrinsic,right
720575940620554374,Tm27,Transmedullary,Object,intrinsic,right
720575940620554735,T3,T3 Neuron,Object,intrinsic,left
720575940620554886,Tm8a,Transmedullary,Color,intrinsic,right
720575940620554990,Sm19,Serpentine Medulla,Color,intrinsic,left
720575940620555173,T5a,T5 Neuron,Motion,intrinsic,left
720575940620555781,Mi9,Medulla Intrinsic,Luminance,intrinsic,right
720575940620556225,Tm9,Transmedullary,Motion,intrinsic,right
720575940620557248,Tm4,Transmedullary,OFF,intrinsic,left
